date_time,source_ip,destination_ip,label,source_port,destination_port,operation
4/5/2012 18:06,172.23.5.110,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:06,172.23.5.110,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.100,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.100,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.101,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.101,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.103,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.103,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.104,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.104,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.105,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.105,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.106,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.106,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.107,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.107,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.108,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.108,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.109,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.109,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.110,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.110,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.111,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.111,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.112,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.112,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.113,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.113,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.114,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.114,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.115,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.115,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.119,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.119,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.120,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1027,53,Success
4/5/2012 18:07,172.23.1.120,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1027,53,Success
4/5/2012 18:07,172.23.1.125,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.125,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.126,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.126,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.127,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.127,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.128,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1027,53,Success
4/5/2012 18:07,172.23.1.128,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1027,53,Success
4/5/2012 18:07,172.23.1.130,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.1.130,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.113,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.113,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.114,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.114,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.115,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.115,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.117,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.117,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.120,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.120,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.121,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.121,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.124,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:07,172.23.5.124,172.23.0.10, [1:2009702:4] ET POLICY DNS Update From External net ,1026,53,Success
4/5/2012 18:27,10.32.0.100,172.28.29.21,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1316,Deny
4/5/2012 18:28,10.32.0.100,172.28.29.171,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1329,Deny
4/5/2012 18:28,10.32.0.100,172.28.29.20,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920,80,1327,Deny
4/5/2012 18:28,10.32.0.100,172.28.29.7,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1330,Deny
4/5/2012 18:28,10.32.0.100,172.28.29.6,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1333,Deny
4/5/2012 18:28,10.32.0.100,172.28.29.178,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920,80,1336,Deny
4/5/2012 18:28,10.32.0.100,172.28.29.24,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1340,Deny
4/5/2012 18:28,10.32.0.100,172.28.29.177,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920,80,1337,Deny
4/5/2012 18:32,10.32.0.100,172.28.29.22,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1446,Deny
4/5/2012 18:32,10.32.0.100,172.28.29.28,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920,80,1455,Deny
4/5/2012 18:32,10.32.0.100,172.28.29.24,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1460,Deny
4/5/2012 18:36,10.32.0.100,172.28.29.0,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920,80,1565,Deny
4/5/2012 18:36,10.32.0.100,172.28.29.3,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1577,Deny
4/5/2012 18:36,10.32.0.100,172.28.29.178,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920,80,1582,Deny
4/5/2012 18:40,10.32.0.100,172.28.29.27,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1675,Deny
4/5/2012 18:40,10.32.0.100,172.28.29.9,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1676,Deny
4/5/2012 18:40,10.32.0.100,172.28.29.0,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1684,Deny
4/5/2012 18:40,10.32.0.100,172.28.29.171,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920,80,1682,Deny
4/5/2012 18:40,10.32.0.100,172.28.29.177,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920,80,1695,Deny
4/5/2012 18:41,10.32.0.100,172.28.29.178,[1:2002911:4] ET SCAN Potential VNC Scan 5900-5920,80,1704,Deny
4/5/2012 18:41,10.32.0.100,172.28.29.7,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1698,Deny
4/5/2012 18:43,10.32.0.100,172.28.29.3,[1:2002910:4] ET SCAN Potential VNC Scan 5800-5820,80,1777,Deny
